Date,strike,option_type,close,predicted_price,mispricing,z_score,signal,DTE,moneyness,OI_normalized,Volume_normalized,IV,ATM_IV,IV_relative
2025-05-08,53500,CE,1525.65,1856.1614,-330.5113769531249,-2.123847372110323,BUY,21,0.9840772620211475,4.7375063815905145,0.6053863477107362,0.17352264574272425,0.18986889447535443,-0.016346248732630186
2025-05-12,53500,CE,2265.75,1528.6863,737.063720703125,2.776988919185448,SELL,17,0.9660030135682798,1.9000828706111288,1.0361805260359171,0.19143236577560202,0.16610697142284991,0.025325394352752106
2025-05-15,54400,CE,1317.55,882.11957,435.4304321289062,3.1039880712643857,SELL,14,0.982737067252455,0.6274840546096673,1.355362149243907,0.14634079485663767,0.15157107122852367,-0.005230276371886
2025-05-29,52000,CE,3873.4,5223.759,-1350.3587890625,-4.635966198456736,BUY,28,0.9361601770062857,1.6744939202355322,0.7820668830993336,0.1678189202022857,0.15528795074375507,0.012530969458530633
2025-06-13,57000,PE,1547.9,1355.9232,191.9767822265626,2.1161951869635054,SELL,13,1.0265211647953667,2.3363198547704087,1.1528299189032685,0.15985556311480995,0.15404436245218733,0.005811200662622612
2025-06-17,57000,PE,1341.2,946.2991,394.90092773437505,3.093988458672313,SELL,9,1.0230794151934473,2.0473081653253753,0.6947831645077049,0.15569927186416022,0.15087680630189151,0.004822465562268702
2025-06-18,57000,PE,1223.6,953.3041,270.2959228515624,3.738222457194761,SELL,8,1.020979334124443,1.893162687850244,0.7525575852905402,0.15039715375152923,0.15024863984766135,0.0001485139038678862
2025-06-20,55000,CE,1368.2,653.88544,714.3145629882813,3.8131562410916167,SELL,6,0.9777282395469741,3.0010362869524463,0.9709223284387192,0.149885948990301,0.13767890815730247,0.012207040832998534
2025-07-01,56500,CE,1581.95,1893.6847,-311.73469238281245,-3.0150479913133603,BUY,30,0.9833021374203895,2.539726238449619,0.5937438664183713,0.12284240271912321,0.13116220674915113,-0.008319804030027925
2025-07-10,55000,CE,2257.25,1071.486,1185.7640380859375,6.961741879482223,SELL,21,0.9656577006812276,1.396845115651172,1.0325279240933356,0.13242798752508278,0.12380007075805612,0.008627916767026664
2025-07-11,58000,PE,1304.3,1061.6555,242.64448242187495,2.8319934304924934,SELL,20,1.0219417951288616,1.9008742505196972,0.8373874921559926,0.12310620626219636,0.12222309440314783,0.0008831118590485326
2025-07-16,56000,CE,1409.2,1063.592,345.60795898437505,4.744810816218992,SELL,15,0.9795527117430004,10.338385259686634,0.9118785150884225,0.10801549093855843,0.12059579548645263,-0.012580304547894203
2025-07-21,56300,CE,853.55,671.9038,181.64619140624995,4.1187053244178475,SELL,10,0.9885387448367287,0.5842010258891931,2.8901502964563126,0.09582174893263545,0.11099251147334802,-0.015170762540712562
2025-07-21,56000,CE,1092.35,931.7402,160.60982666015616,3.6173172830219165,SELL,10,0.9832712204415064,7.194949630436174,2.841643441818098,0.0885844673238759,0.11099251147334802,-0.022408044149472117
2025-07-23,56600,CE,766.1,580.8112,185.28878173828127,3.22538638713657,SELL,8,0.9893297465760189,0.5923344534586736,1.9102232468459819,0.09029051816684089,0.101624847017973,-0.011334328851132114
2025-07-23,56500,CE,846.4,658.0777,188.32230224609373,3.2791932771847767,SELL,8,0.9875818141615736,2.0679948491625146,3.9222286611611192,0.08877723929042454,0.101624847017973,-0.012847607727548463
2025-07-25,57500,PE,988.05,576.0824,411.96760253906245,3.3406817895573475,SELL,6,1.0171788235751977,1.644011775688321,1.4586033159379341,0.12595918127701292,0.11385401789334759,0.012105163383665324
2025-07-25,57300,PE,788.2,456.8157,331.3842956542969,2.6692852443386688,SELL,6,1.0136408102758059,0.7515605317617419,1.7169561906666135,0.10767752594559353,0.11385401789334759,-0.006176491947754062
2025-08-01,57000,PE,1430.15,1163.5228,266.6271728515626,3.1242069666693606,SELL,27,1.0248554414429965,10.338385259686634,1.4752460042024214,0.12283299750293024,0.11563720093211301,0.007195796570817231
2025-08-08,56000,PE,1078.75,941.1397,137.61029052734375,2.280706391316321,SELL,20,1.0180911155187993,7.078492022967063,2.330072614415966,0.11566715096570088,0.11439653600835137,0.0012706149573495085
2025-08-19,55000,CE,1058.95,750.4026,308.54741210937505,3.2075975561477454,SELL,9,0.9845136010553985,1.6850238920173006,1.1865271457493358,0.12149887923471614,0.10807559823165752,0.013423281003058618
2025-10-01,54000,CE,1822.6,1505.1992,317.4007812499999,2.1142860477025547,SELL,27,0.9756458911305659,2.263410415911183,0.5667133501932885,0.12931792186969315,0.10983362657170564,0.01948429529798751
2025-10-06,55000,CE,1470.4,1200.5988,269.8012451171876,2.3344582538085374,SELL,22,0.9803074065789321,6.22887844190732,1.1721404533563855,0.1086292911226855,0.10562436240881407,0.003004928713871438
2025-10-16,56000,CE,1578.5,1226.7562,351.7437744140625,2.6749160435901786,SELL,12,0.9752266313495308,5.19386486349844,0.8491317079903283,0.10458596529867543,0.11077796571912238,-0.006192000420446944
2025-10-17,56500,CE,1367.9,1249.0729,118.82712402343759,3.0130929091967102,SELL,11,0.9789762680558312,3.392434212463643,0.6646349205901316,0.10140946937630217,0.11703759199461133,-0.015628122618309162
2025-10-17,59000,CE,472.25,389.30054,82.949462890625,2.079296615602072,SELL,39,1.0222938020406025,2.9133330136189897,1.272667824506801,0.1106846157638845,0.11703759199461133,-0.006352976230726837
2025-10-17,58000,CE,881.9,791.0805,90.81949462890623,2.2841317758560944,SELL,39,1.004966788446694,1.6796016359278152,1.1246908468081565,0.10949870359800365,0.11703759199461133,-0.007538888396607685
2025-10-20,57000,CE,1152.7,769.5725,383.12749023437505,2.9473870605467987,SELL,8,0.9821963979239471,10.338385259686634,1.3897925308918941,0.1002778791538599,0.10922216094135077,-0.008944281787490876
2025-11-03,57000,CE,1628.65,2008.4314,-379.7813964843749,-2.548376641894326,BUY,22,0.9810426417929329,9.65612784315314,0.5729994729596164,0.14179574890460264,0.12196298878752536,0.019832760117077283
2025-11-11,57000,CE,1528.8,1237.9686,290.83137207031245,2.139690398813816,SELL,14,0.9804233536842847,4.3978734530242285,0.7355652637293046,0.158813390083274,0.12047665207864472,0.03833673800462928
2025-11-17,58000,CE,1143.6,749.75146,393.8485351562499,2.9055425848769736,SELL,8,0.9836727286911896,5.14963170042785,2.1558675009426294,0.12607839149176475,0.11817560040616733,0.007902791085597424
2025-11-19,58500,CE,1504.4,1643.0282,-138.6281982421874,-2.0418289644948286,BUY,41,0.9879078391753586,5.762700373236168,0.772459832350601,0.10313056811310277,0.11341000356451868,-0.010279435451415908
2025-11-19,58500,CE,842.25,598.0464,244.20361328125,3.168378697282583,SELL,6,0.9879078391753586,7.837323269110752,5.356445823408452,0.10259851467510957,0.11341000356451868,-0.01081148888940911
2025-11-19,58000,CE,1289.0,917.96356,371.03643798828125,4.894529281330872,SELL,6,0.9794641824302701,4.117266040723942,0.9116880985313921,0.09598037152235839,0.11341000356451868,-0.01742963204216029
2025-11-19,58600,CE,762.55,593.401,169.14899902343745,2.14691152948986,SELL,6,0.9895965705243763,1.9639628050253894,2.0209033185153187,0.10390557846091114,0.11341000356451868,-0.009504425103607536
2025-11-26,58000,CE,2028.8,1580.4373,448.36274414062495,7.804569139454463,SELL,34,0.9743305886888618,1.8679435436099547,0.5258990890104933,0.10368578761186664,0.1103673650533029,-0.006681577441436257
2025-11-27,61000,PE,1325.35,1132.8345,192.5155273437499,3.266777092459834,SELL,33,1.0211375472276114,0.8384650245254851,0.5659900536628173,0.10966505283896433,0.10911638588539219,0.0005486669535721411
2025-11-27,58500,CE,1761.7,1961.4344,-199.73444824218745,-3.692443664909095,BUY,33,0.97928764775107,10.338385259686634,0.6005902003395631,0.10017996728036131,0.10911638588539219,-0.008936418605030874
2025-11-28,59000,CE,1406.7,1550.9221,-144.22211914062495,-2.0414888868638346,BUY,32,0.98740307969347,5.580396460276593,1.0291296214055037,0.10563559385571172,0.1083378657984778,-0.0027022719427660796
