Date,strike,option_type,close,predicted_price,mispricing,z_score,signal,DTE,moneyness,OI_normalized,Volume_normalized,IV,ATM_IV,IV_relative
2025-11-28,61000,PE,1270.5,1139.8456,130.6544189453125,2.0216239931868434,SELL,32,1.0208743705305368,1.0203379338482532,0.5282282059378935,0.103209014490485,0.1083378657984778,-0.005128851307992802
2025-12-01,61000,PE,1357.85,978.20374,379.6462646484374,3.3848196972044162,SELL,29,1.0220948420235132,1.1213474355375013,0.8462448747671616,0.11100867371565935,0.11085458959912212,0.00015408411653723697
2026-01-05,61000,PE,1073.45,749.5839,323.8660766601563,3.779653930646066,SELL,22,1.0159182735384933,1.3085713861944173,1.037099754635178,0.11039999312742961,0.10369155720214573,0.006708435925283876
2026-01-07,61000,PE,1040.7,803.9415,236.75847167968755,2.925419051604342,SELL,20,1.0168217319807937,1.3583691872053225,1.0529193349469421,0.09882015548318451,0.10420196934456363,-0.00538181386137912
2026-01-12,58500,CE,1381.0,925.3434,455.6566162109375,2.000713755912974,SELL,15,0.9840119090672071,0.7609691971960086,0.704863636279665,0.14515924342724484,0.12011715254022753,0.02504209088701731
2026-02-01,60100,PE,1730.75,834.0212,896.7288208007812,2.243705797138542,SELL,23,1.02880658436214,0.7268412223093791,0.5511118302853314,0.13837558182612836,0.1470311944094404,-0.008655612583312045
2026-02-03,58600,CE,1842.8,803.35754,1039.4424560546875,5.378995296164487,SELL,21,0.9759948568735187,0.7512066429523497,0.5927648969731487,0.12922509669844048,0.12729781801273518,0.0019272786857053026
2026-02-03,58700,CE,1763.3,915.0743,848.2257202148437,4.306392263034985,SELL,21,0.9776603771070912,0.7139793966923219,0.516943870466252,0.12941453580159204,0.12729781801273518,0.002116717788856859
2026-02-03,58500,CE,1921.4,1152.3247,769.0752929687501,3.8624092195802384,SELL,21,0.9743293366399461,2.901374013781532,1.4341838783112226,0.12834802002915616,0.12729781801273518,0.0010502020164209758
2026-02-06,59000,CE,1443.15,1085.094,358.0560058593751,3.0494121965535097,SELL,18,0.9813616142899557,3.692952369834228,1.0725259145349924,0.10661897356365917,0.11151065669863346,-0.0048916831349742895
2026-02-09,59000,CE,1830.6,920.7825,909.8175292968749,9.581994999867916,SELL,15,0.9724844587917952,3.1885877882322804,0.7745543763785235,0.0680765715270149,0.10904470847582183,-0.040968136948806924
2026-02-09,59500,CE,1384.2,1005.8105,378.3895141601563,3.6714307790616294,SELL,15,0.9807258525103698,2.1153131369424965,0.9038194712992202,0.08840686659713516,0.10904470847582183,-0.02063784187868667
2026-02-16,59500,CE,1563.15,738.4322,824.7178100585938,4.54760964083009,SELL,8,0.9762244233302871,1.5316529418138476,0.6067319202108806,0.11422971909061753,0.12025636078553854,-0.006026641694921009
2026-02-16,59900,CE,1203.5,576.2679,627.2321166992188,3.3807035905989675,SELL,8,0.9827872765963731,0.5714188969552497,0.8641404042240254,0.11451974852337292,0.12025636078553854,-0.005736612262165625
2026-02-16,60000,CE,1117.0,628.9257,488.07427978515625,2.5584459421089765,SELL,8,0.9844279899128946,10.338385259686634,7.458863406357349,0.11390826699147806,0.12025636078553854,-0.006348093794060483
2026-02-16,60100,CE,1032.55,513.2211,519.3288696289062,2.7431234717353656,SELL,8,0.9860687032294161,0.7244419763788059,2.2868409024928735,0.11326849855491919,0.12025636078553854,-0.006987862230619354
2026-03-06,60000,PE,2244.15,1311.1864,932.9635986328126,3.0063888727439285,SELL,24,1.0383631934860016,6.681110726980409,1.6988502150842173,0.1600761509092769,0.18442201385553142,-0.024345862946254515
2026-03-09,59000,PE,2990.0,1574.9901,1415.0098876953125,2.265905772840785,SELL,21,1.053199047479641,10.032518138747111,1.2101966889617908,0.20054442725266763,0.24665016099118672,-0.04610573373851909
2026-03-10,59000,PE,2123.6,1561.0137,562.5863281249999,2.683258418543525,SELL,49,1.0359819352844912,2.998993587043018,0.5766608487774999,0.1425325700471758,0.19173916482039835,-0.04920659477322256
2026-03-10,55800,CE,2040.5,1571.9554,468.5445556640625,2.192172516475904,SELL,20,0.9797930845571967,0.9530262603566915,1.0274412090901792,0.23826581340496994,0.19173916482039835,0.04652664858457159
2026-03-12,54000,CE,2079.25,1344.6921,734.557861328125,2.0218389224119715,SELL,18,0.9800194007544335,0.7407608456606094,0.7012225286743524,0.27936145124331024,0.23149872019313575,0.047862731050174495
2026-03-17,53000,CE,2362.0,1034.9491,1327.0509033203125,2.5991600833137327,SELL,13,0.9658138348276113,0.8885205963562179,0.6780454937370454,0.2666593798524053,0.21921586944435753,0.04744351040804776
2026-03-30,54000,PE,3820.25,982.1651,2838.0848999023438,2.495487322963647,SELL,29,1.0740850138288447,5.725718208063311,1.211252263701112,0.2586317638785033,0.3296987555300935,-0.06001245710305704
